fragment_a,fragment_b,source_a,source_b,index_a,index_b,label
FRAG_001394,FRAG_001252,sample_zip_003.zip,sample_text_016.json,9,14,0
FRAG_000149,FRAG_000150,sample_jpeg_017.jpg,sample_jpeg_017.jpg,1,2,1
FRAG_001314,FRAG_001315,sample_text_020.txt,sample_text_020.txt,12,13,1
FRAG_000108,FRAG_000206,sample_jpeg_012.jpg,sample_jpeg_024.jpeg,9,1,0
FRAG_000455,FRAG_000456,sample_pdf_011.pdf,sample_pdf_011.pdf,2,3,1
FRAG_000268,FRAG_001305,sample_pdf_002.pdf,sample_text_020.txt,9,3,0
FRAG_000285,FRAG_000485,sample_pdf_003.pdf,sample_pdf_012.pdf,5,2,0
FRAG_001351,FRAG_001395,sample_text_024.txt,sample_zip_004.zip,10,0,0
FRAG_000837,FRAG_000669,sample_png_006.png,sample_pdf_019.pdf,2,36,0
FRAG_000191,FRAG_000192,sample_jpeg_021.jpg,sample_jpeg_021.jpg,4,5,1
FRAG_000750,FRAG_000093,sample_pdf_023.pdf,sample_jpeg_011.jpeg,8,1,0
FRAG_001627,FRAG_001628,sample_zip_025.zip,sample_zip_025.zip,4,5,1
FRAG_000970,FRAG_000519,sample_png_020.png,sample_pdf_013.pdf,1,1,0
FRAG_000442,FRAG_000307,sample_pdf_009.pdf,sample_pdf_004.pdf,32,1,0
FRAG_000043,FRAG_000666,sample_jpeg_005.jpg,sample_pdf_019.pdf,1,33,0
FRAG_000500,FRAG_000501,sample_pdf_012.pdf,sample_pdf_012.pdf,17,18,1
FRAG_000441,FRAG_000881,sample_pdf_009.pdf,sample_png_010.png,31,0,0
FRAG_001028,FRAG_000559,sample_text_001.json,sample_pdf_015.pdf,3,10,0
FRAG_000152,FRAG_001182,sample_jpeg_017.jpg,sample_text_012.log,4,8,0
FRAG_000474,FRAG_000785,sample_pdf_011.pdf,sample_pdf_025.pdf,21,17,0
FRAG_000735,FRAG_000736,sample_pdf_022.pdf,sample_pdf_022.pdf,15,16,1
FRAG_001274,FRAG_001275,sample_text_017.txt,sample_text_017.txt,8,9,1
FRAG_001270,FRAG_001400,sample_text_017.txt,sample_zip_004.zip,4,5,0
FRAG_000992,FRAG_000993,sample_png_022.png,sample_png_022.png,4,5,1
FRAG_000534,FRAG_001442,sample_pdf_014.pdf,sample_zip_008.zip,7,10,0
FRAG_000150,FRAG_000151,sample_jpeg_017.jpg,sample_jpeg_017.jpg,2,3,1
FRAG_001290,FRAG_001291,sample_text_019.txt,sample_text_019.txt,3,4,1
FRAG_000974,FRAG_000975,sample_png_021.png,sample_png_021.png,0,1,1
FRAG_000142,FRAG_000143,sample_jpeg_016.jpeg,sample_jpeg_016.jpeg,2,3,1
FRAG_001616,FRAG_001221,sample_zip_023.zip,sample_text_015.json,6,16,0
FRAG_001234,FRAG_000370,sample_text_015.json,sample_pdf_007.pdf,29,0,0
FRAG_000732,FRAG_000733,sample_pdf_022.pdf,sample_pdf_022.pdf,12,13,1
FRAG_001063,FRAG_000582,sample_text_003.log,sample_pdf_016.pdf,4,21,0
FRAG_000431,FRAG_000881,sample_pdf_009.pdf,sample_png_010.png,21,0,0
FRAG_001158,FRAG_001071,sample_text_011.json,sample_text_004.json,11,4,0
FRAG_001094,FRAG_000260,sample_text_006.log,sample_pdf_002.pdf,4,1,0
FRAG_000946,FRAG_000926,sample_png_018.png,sample_png_015.png,1,4,0
FRAG_000821,FRAG_001008,sample_png_004.png,sample_png_024.png,6,2,0
FRAG_000630,FRAG_001219,sample_pdf_018.pdf,sample_text_015.json,27,14,0
FRAG_000735,FRAG_000125,sample_pdf_022.pdf,sample_jpeg_015.jpeg,15,0,0
FRAG_001287,FRAG_000213,sample_text_019.txt,sample_jpeg_024.jpeg,0,8,0
FRAG_000857,FRAG_000858,sample_png_008.png,sample_png_008.png,2,3,1
FRAG_000601,FRAG_000602,sample_pdf_017.pdf,sample_pdf_017.pdf,18,19,1
FRAG_001458,FRAG_001006,sample_zip_010.zip,sample_png_024.png,3,0,0
FRAG_000044,FRAG_000045,sample_jpeg_005.jpg,sample_jpeg_005.jpg,2,3,1
FRAG_001591,FRAG_001592,sample_zip_021.zip,sample_zip_021.zip,2,3,1
FRAG_000547,FRAG_000170,sample_pdf_014.pdf,sample_jpeg_019.jpg,20,0,0
FRAG_000361,FRAG_001426,sample_pdf_006.pdf,sample_zip_007.zip,13,2,0
FRAG_000891,FRAG_000563,sample_png_011.png,sample_pdf_016.pdf,3,2,0
FRAG_000820,FRAG_000821,sample_png_004.png,sample_png_004.png,5,6,1
FRAG_000617,FRAG_000618,sample_pdf_018.pdf,sample_pdf_018.pdf,14,15,1
FRAG_001275,FRAG_001276,sample_text_017.txt,sample_text_017.txt,9,10,1
FRAG_001513,FRAG_000992,sample_zip_014.zip,sample_png_022.png,10,4,0
FRAG_000730,FRAG_000731,sample_pdf_022.pdf,sample_pdf_022.pdf,10,11,1
FRAG_000172,FRAG_001563,sample_jpeg_019.jpg,sample_zip_018.zip,2,5,0
FRAG_000758,FRAG_000759,sample_pdf_024.pdf,sample_pdf_024.pdf,3,4,1
FRAG_001249,FRAG_000784,sample_text_016.json,sample_pdf_025.pdf,11,16,0
FRAG_000705,FRAG_000872,sample_pdf_020.pdf,sample_png_009.png,32,3,0
FRAG_001276,FRAG_000937,sample_text_017.txt,sample_png_016.png,10,10,0
FRAG_001470,FRAG_000703,sample_zip_011.zip,sample_pdf_020.pdf,7,30,0
FRAG_001471,FRAG_000645,sample_zip_011.zip,sample_pdf_019.pdf,8,12,0
FRAG_000604,FRAG_000930,sample_pdf_018.pdf,sample_png_016.png,1,3,0
FRAG_000607,FRAG_000608,sample_pdf_018.pdf,sample_pdf_018.pdf,4,5,1
FRAG_000155,FRAG_000363,sample_jpeg_017.jpg,sample_pdf_006.pdf,7,15,0
FRAG_001373,FRAG_000251,sample_zip_001.zip,sample_pdf_001.pdf,3,26,0
FRAG_000570,FRAG_000372,sample_pdf_016.pdf,sample_pdf_007.pdf,9,2,0
FRAG_000622,FRAG_000623,sample_pdf_018.pdf,sample_pdf_018.pdf,19,20,1
FRAG_001555,FRAG_000327,sample_zip_017.zip,sample_pdf_005.pdf,11,13,0
FRAG_000800,FRAG_000801,sample_png_001.png,sample_png_001.png,4,5,1
FRAG_000516,FRAG_000517,sample_pdf_012.pdf,sample_pdf_012.pdf,33,34,1
FRAG_001349,FRAG_001350,sample_text_024.txt,sample_text_024.txt,8,9,1
FRAG_001054,FRAG_001055,sample_text_002.txt,sample_text_002.txt,11,12,1
FRAG_000520,FRAG_000521,sample_pdf_013.pdf,sample_pdf_013.pdf,2,3,1
FRAG_001385,FRAG_001386,sample_zip_003.zip,sample_zip_003.zip,0,1,1
FRAG_000590,FRAG_000591,sample_pdf_017.pdf,sample_pdf_017.pdf,7,8,1
FRAG_000379,FRAG_000380,sample_pdf_007.pdf,sample_pdf_007.pdf,9,10,1
FRAG_001313,FRAG_001314,sample_text_020.txt,sample_text_020.txt,11,12,1
FRAG_000755,FRAG_000756,sample_pdf_024.pdf,sample_pdf_024.pdf,0,1,1
FRAG_001373,FRAG_001440,sample_zip_001.zip,sample_zip_008.zip,3,8,0
FRAG_001559,FRAG_001560,sample_zip_018.zip,sample_zip_018.zip,1,2,1
FRAG_001541,FRAG_001542,sample_zip_016.zip,sample_zip_016.zip,11,12,1
FRAG_000504,FRAG_000505,sample_pdf_012.pdf,sample_pdf_012.pdf,21,22,1
FRAG_000314,FRAG_000766,sample_pdf_005.pdf,sample_pdf_024.pdf,0,11,0
FRAG_001084,FRAG_000515,sample_text_004.json,sample_pdf_012.pdf,17,32,0
FRAG_001386,FRAG_001387,sample_zip_003.zip,sample_zip_003.zip,1,2,1
FRAG_000791,FRAG_001360,sample_pdf_025.pdf,sample_text_025.log,23,2,0
FRAG_000393,FRAG_000444,sample_pdf_008.pdf,sample_pdf_009.pdf,3,34,0
FRAG_001160,FRAG_001161,sample_text_011.json,sample_text_011.json,13,14,1
FRAG_001027,FRAG_000309,sample_text_001.json,sample_pdf_004.pdf,2,3,0
FRAG_001422,FRAG_000313,sample_zip_006.zip,sample_pdf_004.pdf,12,7,0
FRAG_000865,FRAG_000866,sample_png_008.png,sample_png_008.png,10,11,1
FRAG_001444,FRAG_001445,sample_zip_009.zip,sample_zip_009.zip,0,1,1
FRAG_001623,FRAG_001624,sample_zip_025.zip,sample_zip_025.zip,0,1,1
FRAG_000819,FRAG_000820,sample_png_004.png,sample_png_004.png,4,5,1
FRAG_001565,FRAG_000826,sample_zip_018.zip,sample_png_004.png,7,11,0
FRAG_000451,FRAG_000452,sample_pdf_010.pdf,sample_pdf_010.pdf,6,7,1
FRAG_000929,FRAG_000817,sample_png_016.png,sample_png_004.png,2,2,0
FRAG_000284,FRAG_000285,sample_pdf_003.pdf,sample_pdf_003.pdf,4,5,1
FRAG_001230,FRAG_001231,sample_text_015.json,sample_text_015.json,25,26,1
FRAG_000905,FRAG_000906,sample_png_013.png,sample_png_013.png,2,3,1
FRAG_000947,FRAG_000948,sample_png_018.png,sample_png_018.png,2,3,1
FRAG_000020,FRAG_000021,sample_jpeg_002.jpeg,sample_jpeg_002.jpeg,6,7,1
FRAG_001134,FRAG_000024,sample_text_009.txt,sample_jpeg_002.jpeg,6,10,0
FRAG_001147,FRAG_000833,sample_text_011.json,sample_png_005.png,0,6,0
FRAG_000819,FRAG_000500,sample_png_004.png,sample_pdf_012.pdf,4,17,0
FRAG_000866,FRAG_000867,sample_png_008.png,sample_png_008.png,11,12,1
FRAG_000134,FRAG_000135,sample_jpeg_015.jpeg,sample_jpeg_015.jpeg,9,10,1
FRAG_000612,FRAG_001164,sample_pdf_018.pdf,sample_text_011.json,9,17,0
FRAG_000222,FRAG_000784,sample_jpeg_025.jpg,sample_pdf_025.pdf,8,16,0
FRAG_000817,FRAG_000818,sample_png_004.png,sample_png_004.png,2,3,1
FRAG_000807,FRAG_000808,sample_png_002.png,sample_png_002.png,4,5,1
FRAG_001492,FRAG_000695,sample_zip_013.zip,sample_pdf_020.pdf,2,22,0
FRAG_001025,FRAG_001026,sample_text_001.json,sample_text_001.json,0,1,1
FRAG_000450,FRAG_000559,sample_pdf_010.pdf,sample_pdf_015.pdf,5,10,0
FRAG_000020,FRAG_000230,sample_jpeg_002.jpeg,sample_pdf_001.pdf,6,5,0
FRAG_000573,FRAG_000068,sample_pdf_016.pdf,sample_jpeg_008.jpeg,12,9,0
FRAG_001466,FRAG_001467,sample_zip_011.zip,sample_zip_011.zip,3,4,1
FRAG_000700,FRAG_000701,sample_pdf_020.pdf,sample_pdf_020.pdf,27,28,1
FRAG_001142,FRAG_000750,sample_text_010.log,sample_pdf_023.pdf,3,8,0
FRAG_000763,FRAG_000764,sample_pdf_024.pdf,sample_pdf_024.pdf,8,9,1
FRAG_000741,FRAG_001276,sample_pdf_022.pdf,sample_text_017.txt,21,10,0
FRAG_001078,FRAG_001079,sample_text_004.json,sample_text_004.json,11,12,1
FRAG_000741,FRAG_000160,sample_pdf_022.pdf,sample_jpeg_017.jpg,21,12,0
FRAG_001490,FRAG_001322,sample_zip_013.zip,sample_text_021.csv,0,4,0
FRAG_000618,FRAG_000433,sample_pdf_018.pdf,sample_pdf_009.pdf,15,23,0
FRAG_000104,FRAG_000105,sample_jpeg_012.jpg,sample_jpeg_012.jpg,5,6,1
FRAG_000508,FRAG_000509,sample_pdf_012.pdf,sample_pdf_012.pdf,25,26,1
FRAG_000207,FRAG_000208,sample_jpeg_024.jpeg,sample_jpeg_024.jpeg,2,3,1
FRAG_001326,FRAG_001327,sample_text_022.log,sample_text_022.log,1,2,1
FRAG_000300,FRAG_000595,sample_pdf_003.pdf,sample_pdf_017.pdf,20,12,0
FRAG_000942,FRAG_001092,sample_png_017.png,sample_text_006.log,3,2,0
FRAG_001088,FRAG_001145,sample_text_005.csv,sample_text_010.log,3,6,0
FRAG_000091,FRAG_001452,sample_jpeg_010.jpg,sample_zip_009.zip,13,8,0
FRAG_000433,FRAG_000434,sample_pdf_009.pdf,sample_pdf_009.pdf,23,24,1
FRAG_000699,FRAG_000026,sample_pdf_020.pdf,sample_jpeg_003.jpg,26,0,0
FRAG_001566,FRAG_000524,sample_zip_018.zip,sample_pdf_013.pdf,8,6,0
FRAG_000392,FRAG_000176,sample_pdf_008.pdf,sample_jpeg_019.jpg,2,6,0
FRAG_001386,FRAG_001474,sample_zip_003.zip,sample_zip_011.zip,1,11,0
FRAG_000911,FRAG_000912,sample_png_014.png,sample_png_014.png,0,1,1
FRAG_000993,FRAG_001284,sample_png_022.png,sample_text_018.csv,5,7,0
FRAG_001520,FRAG_001521,sample_zip_015.zip,sample_zip_015.zip,0,1,1
FRAG_001378,FRAG_001379,sample_zip_001.zip,sample_zip_001.zip,8,9,1
FRAG_001542,FRAG_001543,sample_zip_016.zip,sample_zip_016.zip,12,13,1
FRAG_000623,FRAG_000624,sample_pdf_018.pdf,sample_pdf_018.pdf,20,21,1
FRAG_000512,FRAG_000513,sample_pdf_012.pdf,sample_pdf_012.pdf,29,30,1
FRAG_000250,FRAG_000098,sample_pdf_001.pdf,sample_jpeg_011.jpeg,25,6,0
FRAG_000648,FRAG_000535,sample_pdf_019.pdf,sample_pdf_014.pdf,15,8,0
FRAG_001305,FRAG_001306,sample_text_020.txt,sample_text_020.txt,3,4,1
FRAG_000464,FRAG_000465,sample_pdf_011.pdf,sample_pdf_011.pdf,11,12,1
FRAG_000021,FRAG_001059,sample_jpeg_002.jpeg,sample_text_003.log,7,0,0
FRAG_000113,FRAG_000114,sample_jpeg_013.jpeg,sample_jpeg_013.jpeg,1,2,1
FRAG_001527,FRAG_001528,sample_zip_015.zip,sample_zip_015.zip,7,8,1
FRAG_000661,FRAG_000662,sample_pdf_019.pdf,sample_pdf_019.pdf,28,29,1
FRAG_000322,FRAG_000492,sample_pdf_005.pdf,sample_pdf_012.pdf,8,9,0
FRAG_000188,FRAG_001529,sample_jpeg_021.jpg,sample_zip_015.zip,1,9,0
FRAG_000287,FRAG_000672,sample_pdf_003.pdf,sample_pdf_019.pdf,7,39,0
FRAG_001561,FRAG_000366,sample_zip_018.zip,sample_pdf_006.pdf,3,18,0
FRAG_000319,FRAG_000441,sample_pdf_005.pdf,sample_pdf_009.pdf,5,31,0
FRAG_001350,FRAG_000174,sample_text_024.txt,sample_jpeg_019.jpg,9,4,0
FRAG_000841,FRAG_001028,sample_png_006.png,sample_text_001.json,6,3,0
FRAG_000882,FRAG_000204,sample_png_010.png,sample_jpeg_023.jpeg,1,3,0
FRAG_001202,FRAG_001151,sample_text_014.txt,sample_text_011.json,5,4,0
FRAG_000760,FRAG_001374,sample_pdf_024.pdf,sample_zip_001.zip,5,4,0
FRAG_001454,FRAG_000325,sample_zip_009.zip,sample_pdf_005.pdf,10,11,0
FRAG_001335,FRAG_000906,sample_text_022.log,sample_png_013.png,10,3,0
FRAG_000980,FRAG_000981,sample_png_021.png,sample_png_021.png,6,7,1
FRAG_001144,FRAG_001145,sample_text_010.log,sample_text_010.log,5,6,1
FRAG_000852,FRAG_000992,sample_png_007.png,sample_png_022.png,6,4,0
FRAG_000049,FRAG_000050,sample_jpeg_006.jpg,sample_jpeg_006.jpg,1,2,1
FRAG_000469,FRAG_000470,sample_pdf_011.pdf,sample_pdf_011.pdf,16,17,1
FRAG_000683,FRAG_000167,sample_pdf_020.pdf,sample_jpeg_018.jpeg,10,5,0
FRAG_001581,FRAG_001192,sample_zip_020.zip,sample_text_013.csv,5,4,0
FRAG_001205,FRAG_001135,sample_text_015.json,sample_text_009.txt,0,7,0
FRAG_000104,FRAG_001612,sample_jpeg_012.jpg,sample_zip_023.zip,5,2,0
FRAG_000425,FRAG_001414,sample_pdf_009.pdf,sample_zip_006.zip,15,4,0
FRAG_000728,FRAG_000729,sample_pdf_022.pdf,sample_pdf_022.pdf,8,9,1
FRAG_001573,FRAG_001574,sample_zip_019.zip,sample_zip_019.zip,5,6,1
FRAG_001098,FRAG_001099,sample_text_007.csv,sample_text_007.csv,0,1,1
FRAG_000484,FRAG_000485,sample_pdf_012.pdf,sample_pdf_012.pdf,1,2,1
FRAG_000380,FRAG_000381,sample_pdf_007.pdf,sample_pdf_007.pdf,10,11,1
FRAG_001324,FRAG_001374,sample_text_021.csv,sample_zip_001.zip,6,4,0
FRAG_001397,FRAG_001624,sample_zip_004.zip,sample_zip_025.zip,2,1,0
FRAG_001593,FRAG_001594,sample_zip_021.zip,sample_zip_021.zip,4,5,1
FRAG_000168,FRAG_000169,sample_jpeg_018.jpeg,sample_jpeg_018.jpeg,6,7,1
FRAG_001405,FRAG_001594,sample_zip_005.zip,sample_zip_021.zip,4,5,0
FRAG_001154,FRAG_000205,sample_text_011.json,sample_jpeg_024.jpeg,7,0,0
FRAG_001434,FRAG_000825,sample_zip_008.zip,sample_png_004.png,2,10,0
FRAG_001558,FRAG_001298,sample_zip_018.zip,sample_text_019.txt,0,11,0
FRAG_000469,FRAG_000139,sample_pdf_011.pdf,sample_jpeg_015.jpeg,16,14,0
FRAG_001230,FRAG_000640,sample_text_015.json,sample_pdf_019.pdf,25,7,0
FRAG_001079,FRAG_000192,sample_text_004.json,sample_jpeg_021.jpg,12,5,0
FRAG_001594,FRAG_000783,sample_zip_021.zip,sample_pdf_025.pdf,5,15,0
FRAG_001472,FRAG_001427,sample_zip_011.zip,sample_zip_007.zip,9,3,0
FRAG_000332,FRAG_000333,sample_pdf_005.pdf,sample_pdf_005.pdf,18,19,1
FRAG_000873,FRAG_000342,sample_png_009.png,sample_pdf_005.pdf,4,28,0
FRAG_000417,FRAG_001408,sample_pdf_009.pdf,sample_zip_005.zip,7,7,0
FRAG_001445,FRAG_000961,sample_zip_009.zip,sample_png_019.png,1,4,0
FRAG_001117,FRAG_001118,sample_text_008.json,sample_text_008.json,9,10,1
FRAG_001070,FRAG_001071,sample_text_004.json,sample_text_004.json,3,4,1
FRAG_001338,FRAG_001339,sample_text_023.csv,sample_text_023.csv,1,2,1
FRAG_000613,FRAG_000614,sample_pdf_018.pdf,sample_pdf_018.pdf,10,11,1
FRAG_000621,FRAG_001259,sample_pdf_018.pdf,sample_text_016.json,18,21,0
FRAG_000005,FRAG_000800,sample_jpeg_001.jpeg,sample_png_001.png,4,4,0
FRAG_000312,FRAG_000313,sample_pdf_004.pdf,sample_pdf_004.pdf,6,7,1
FRAG_000580,FRAG_000794,sample_pdf_016.pdf,sample_pdf_025.pdf,19,26,0
FRAG_000894,FRAG_000004,sample_png_011.png,sample_jpeg_001.jpeg,6,3,0
FRAG_000923,FRAG_000924,sample_png_015.png,sample_png_015.png,1,2,1
FRAG_001119,FRAG_001236,sample_text_008.json,sample_text_015.json,11,31,0
FRAG_000125,FRAG_000126,sample_jpeg_015.jpeg,sample_jpeg_015.jpeg,0,1,1
FRAG_000987,FRAG_000605,sample_png_021.png,sample_pdf_018.pdf,13,2,0
FRAG_000786,FRAG_000787,sample_pdf_025.pdf,sample_pdf_025.pdf,18,19,1
FRAG_001272,FRAG_000514,sample_text_017.txt,sample_pdf_012.pdf,6,31,0
FRAG_000849,FRAG_000560,sample_png_007.png,sample_pdf_015.pdf,3,11,0
FRAG_000877,FRAG_000878,sample_png_009.png,sample_png_009.png,8,9,1
FRAG_001317,FRAG_000359,sample_text_020.txt,sample_pdf_006.pdf,15,11,0
FRAG_000503,FRAG_000504,sample_pdf_012.pdf,sample_pdf_012.pdf,20,21,1
FRAG_001619,FRAG_001620,sample_zip_024.zip,sample_zip_024.zip,2,3,1
FRAG_001096,FRAG_001513,sample_text_006.log,sample_zip_014.zip,6,10,0
FRAG_000075,FRAG_001543,sample_jpeg_009.jpeg,sample_zip_016.zip,5,13,0
FRAG_000256,FRAG_000776,sample_pdf_001.pdf,sample_pdf_025.pdf,31,8,0
FRAG_001442,FRAG_001443,sample_zip_008.zip,sample_zip_008.zip,10,11,1
FRAG_001071,FRAG_001072,sample_text_004.json,sample_text_004.json,4,5,1
FRAG_000235,FRAG_001341,sample_pdf_001.pdf,sample_text_024.txt,10,0,0
FRAG_000466,FRAG_000740,sample_pdf_011.pdf,sample_pdf_022.pdf,13,20,0
FRAG_001287,FRAG_001288,sample_text_019.txt,sample_text_019.txt,0,1,1
FRAG_001413,FRAG_001414,sample_zip_006.zip,sample_zip_006.zip,3,4,1
FRAG_000374,FRAG_000277,sample_pdf_007.pdf,sample_pdf_002.pdf,4,18,0
FRAG_000777,FRAG_000778,sample_pdf_025.pdf,sample_pdf_025.pdf,9,10,1
FRAG_001389,FRAG_001390,sample_zip_003.zip,sample_zip_003.zip,4,5,1
FRAG_001214,FRAG_000550,sample_text_015.json,sample_pdf_015.pdf,9,1,0
FRAG_000882,FRAG_000883,sample_png_010.png,sample_png_010.png,1,2,1
FRAG_001297,FRAG_000234,sample_text_019.txt,sample_pdf_001.pdf,10,9,0
FRAG_001149,FRAG_000666,sample_text_011.json,sample_pdf_019.pdf,2,33,0
FRAG_000311,FRAG_000846,sample_pdf_004.pdf,sample_png_007.png,5,0,0
FRAG_000599,FRAG_000600,sample_pdf_017.pdf,sample_pdf_017.pdf,16,17,1
FRAG_001228,FRAG_000113,sample_text_015.json,sample_jpeg_013.jpeg,23,1,0
FRAG_000054,FRAG_001507,sample_jpeg_007.jpg,sample_zip_014.zip,1,4,0
FRAG_001483,FRAG_001484,sample_zip_012.zip,sample_zip_012.zip,1,2,1
FRAG_000643,FRAG_001359,sample_pdf_019.pdf,sample_text_025.log,10,1,0
FRAG_001459,FRAG_001460,sample_zip_010.zip,sample_zip_010.zip,4,5,1
FRAG_000011,FRAG_000163,sample_jpeg_001.jpeg,sample_jpeg_018.jpeg,10,1,0
FRAG_001471,FRAG_001472,sample_zip_011.zip,sample_zip_011.zip,8,9,1
FRAG_001569,FRAG_000258,sample_zip_019.zip,sample_pdf_001.pdf,1,33,0
FRAG_001461,FRAG_000912,sample_zip_010.zip,sample_png_014.png,6,1,0
FRAG_001346,FRAG_001347,sample_text_024.txt,sample_text_024.txt,5,6,1
FRAG_000527,FRAG_001472,sample_pdf_014.pdf,sample_zip_011.zip,0,9,0
FRAG_001331,FRAG_000571,sample_text_022.log,sample_pdf_016.pdf,6,10,0
FRAG_001447,FRAG_000439,sample_zip_009.zip,sample_pdf_009.pdf,3,29,0
FRAG_000858,FRAG_000859,sample_png_008.png,sample_png_008.png,3,4,1
FRAG_001111,FRAG_000595,sample_text_008.json,sample_pdf_017.pdf,3,12,0
FRAG_000778,FRAG_000809,sample_pdf_025.pdf,sample_png_003.png,10,0,0
FRAG_000984,FRAG_000350,sample_png_021.png,sample_pdf_006.pdf,10,2,0
FRAG_001091,FRAG_001092,sample_text_006.log,sample_text_006.log,1,2,1
FRAG_001113,FRAG_001114,sample_text_008.json,sample_text_008.json,5,6,1
FRAG_001600,FRAG_001601,sample_zip_021.zip,sample_zip_021.zip,11,12,1
FRAG_000981,FRAG_001294,sample_png_021.png,sample_text_019.txt,7,7,0
FRAG_000976,FRAG_001323,sample_png_021.png,sample_text_021.csv,2,5,0
FRAG_001323,FRAG_001324,sample_text_021.csv,sample_text_021.csv,5,6,1
FRAG_001368,FRAG_001136,sample_text_025.log,sample_text_009.txt,10,8,0
FRAG_001220,FRAG_001221,sample_text_015.json,sample_text_015.json,15,16,1
FRAG_001314,FRAG_001044,sample_text_020.txt,sample_text_002.txt,12,1,0
FRAG_000731,FRAG_000732,sample_pdf_022.pdf,sample_pdf_022.pdf,11,12,1
FRAG_000287,FRAG_000288,sample_pdf_003.pdf,sample_pdf_003.pdf,7,8,1
FRAG_001266,FRAG_001309,sample_text_017.txt,sample_text_020.txt,0,7,0
FRAG_001542,FRAG_001006,sample_zip_016.zip,sample_png_024.png,12,0,0
FRAG_000399,FRAG_000743,sample_pdf_008.pdf,sample_pdf_023.pdf,9,1,0
FRAG_001330,FRAG_001331,sample_text_022.log,sample_text_022.log,5,6,1
FRAG_001189,FRAG_001190,sample_text_013.csv,sample_text_013.csv,1,2,1
FRAG_000611,FRAG_000612,sample_pdf_018.pdf,sample_pdf_018.pdf,8,9,1
FRAG_000842,FRAG_000747,sample_png_006.png,sample_pdf_023.pdf,7,5,0
FRAG_000251,FRAG_000548,sample_pdf_001.pdf,sample_pdf_014.pdf,26,21,0
FRAG_000742,FRAG_000743,sample_pdf_023.pdf,sample_pdf_023.pdf,0,1,1
FRAG_000851,FRAG_000989,sample_png_007.png,sample_png_022.png,5,1,0
FRAG_000823,FRAG_000874,sample_png_004.png,sample_png_009.png,8,5,0
FRAG_000631,FRAG_001632,sample_pdf_018.pdf,sample_zip_025.zip,28,9,0
FRAG_000203,FRAG_001003,sample_jpeg_023.jpeg,sample_png_023.png,2,7,0
FRAG_000378,FRAG_000379,sample_pdf_007.pdf,sample_pdf_007.pdf,8,9,1
FRAG_001394,FRAG_000865,sample_zip_003.zip,sample_png_008.png,9,10,0
FRAG_001219,FRAG_000140,sample_text_015.json,sample_jpeg_016.jpeg,14,0,0
FRAG_001289,FRAG_001290,sample_text_019.txt,sample_text_019.txt,2,3,1
FRAG_000057,FRAG_000058,sample_jpeg_007.jpg,sample_jpeg_007.jpg,4,5,1
FRAG_001526,FRAG_001150,sample_zip_015.zip,sample_text_011.json,6,3,0
FRAG_001436,FRAG_001437,sample_zip_008.zip,sample_zip_008.zip,4,5,1
FRAG_001077,FRAG_000772,sample_text_004.json,sample_pdf_025.pdf,10,4,0
FRAG_000472,FRAG_001025,sample_pdf_011.pdf,sample_text_001.json,19,0,0
FRAG_000415,FRAG_000416,sample_pdf_009.pdf,sample_pdf_009.pdf,5,6,1
FRAG_001383,FRAG_000479,sample_zip_002.zip,sample_pdf_011.pdf,3,26,0
FRAG_001568,FRAG_001569,sample_zip_019.zip,sample_zip_019.zip,0,1,1
FRAG_000400,FRAG_000401,sample_pdf_008.pdf,sample_pdf_008.pdf,10,11,1
FRAG_000121,FRAG_000122,sample_jpeg_014.jpeg,sample_jpeg_014.jpeg,0,1,1
FRAG_000459,FRAG_000460,sample_pdf_011.pdf,sample_pdf_011.pdf,6,7,1
FRAG_000833,FRAG_000995,sample_png_005.png,sample_png_022.png,6,7,0
FRAG_001373,FRAG_000215,sample_zip_001.zip,sample_jpeg_025.jpg,3,1,0
FRAG_001269,FRAG_001150,sample_text_017.txt,sample_text_011.json,3,3,0
FRAG_001009,FRAG_000238,sample_png_024.png,sample_pdf_001.pdf,3,13,0
FRAG_001179,FRAG_000399,sample_text_012.log,sample_pdf_008.pdf,5,9,0
FRAG_000681,FRAG_001603,sample_pdf_020.pdf,sample_zip_022.zip,8,0,0
FRAG_000821,FRAG_000822,sample_png_004.png,sample_png_004.png,6,7,1
FRAG_000390,FRAG_000391,sample_pdf_008.pdf,sample_pdf_008.pdf,0,1,1
FRAG_000584,FRAG_000585,sample_pdf_017.pdf,sample_pdf_017.pdf,1,2,1
FRAG_000454,FRAG_000455,sample_pdf_011.pdf,sample_pdf_011.pdf,1,2,1
FRAG_001192,FRAG_001193,sample_text_013.csv,sample_text_013.csv,4,5,1
FRAG_001595,FRAG_001596,sample_zip_021.zip,sample_zip_021.zip,6,7,1
FRAG_000660,FRAG_000953,sample_pdf_019.pdf,sample_png_018.png,27,8,0
FRAG_001419,FRAG_000484,sample_zip_006.zip,sample_pdf_012.pdf,9,1,0
FRAG_000023,FRAG_000024,sample_jpeg_002.jpeg,sample_jpeg_002.jpeg,9,10,1
FRAG_000407,FRAG_000408,sample_pdf_008.pdf,sample_pdf_008.pdf,17,18,1
FRAG_000472,FRAG_000473,sample_pdf_011.pdf,sample_pdf_011.pdf,19,20,1
FRAG_001598,FRAG_001599,sample_zip_021.zip,sample_zip_021.zip,9,10,1
FRAG_001402,FRAG_001403,sample_zip_005.zip,sample_zip_005.zip,1,2,1
